segment_id,county
FL1708P_0.000_2.044,Valencia
FL1709P_0.000_1.521,Valencia
FL1710P_0.000_1.616,Valencia
FL1711P_0.000_0.995,Valencia
FL1712P_0.000_0.626,Valencia
FL1713P_0.000_0.764,Valencia
FL1714P_0.000_1.496,Valencia
FL1715P_0.000_2.670,Valencia
FL1716P_0.000_5.148,Chaves
FL1717P_0.000_3.476,Sandoval
FL1718P_0.000_0.251,Eddy
FL1719P_0.000_2.366,Doña Ana
FL1720P_0.000_6.582,Bernalillo
FL1721P_0.000_3.251,Bernalillo
FL1722P_0.000_3.601,Bernalillo
FL1723P_0.000_1.904,Bernalillo
FL1724P_0.000_5.812,Bernalillo
FL1725P_0.000_0.629,Bernalillo
FL1726P_0.000_4.909,Bernalillo
FL1727P_0.000_0.500,Chaves
FL1728P_0.000_5.037,Chaves
FL1729P_0.000_1.554,Chaves
FL1730P_0.000_0.776,Chaves
FL1731P_0.000_2.116,Chaves
FL1732P_0.000_5.579,Chaves
FL1733P_0.000_1.993,Eddy
FL1734P_0.000_5.161,Eddy
FL1735P_0.000_23.375,Eddy
FL1736P_0.000_18.433,Eddy
FL1737P_0.000_0.566,McKinley
FL1738P_0.000_3.884,Rio Arriba
FL1739P_0.000_2.656,Rio Arriba
FL1740P_0.000_6.622,Rio Arriba
FL1741P_0.000_2.711,Rio Arriba
FL1742P_0.000_0.186,Rio Arriba
FL1743P_0.000_1.650,Rio Arriba
FL1744P_0.000_7.495,San Juan
FL1745P_0.000_2.693,San Juan
FL1746P_0.000_29.513,San Miguel
FL1747P_0.000_7.749,San Miguel
FL1748P_0.000_1.106,Bernalillo
FL1748P_1.106_15.392,Santa Fe
FL1749P_0.000_4.707,Taos
FL1750P_0.000_1.302,Taos
FL1751P_0.000_0.559,Taos
FL1752P_0.000_1.017,Taos
FL1753P_0.000_3.489,Union
FL1754P_0.000_2.970,Valencia
FL1760P_0.000_0.506,Chaves
FL1761P_0.000_3.004,Eddy
FL1762P_0.000_1.277,Chaves
FL1764P_0.000_2.015,Chaves
FL1765P_0.000_2.837,Bernalillo
FL1766P_0.000_2.918,Rio Arriba
FL1767P_0.000_4.011,Eddy
FL1768P_0.000_5.605,Rio Arriba
FL1769P_0.000_6.152,Rio Arriba
FL1770P_0.000_7.362,Bernalillo
FL1771P_0.000_28.644,McKinley
FL1800P_0.000_2.206,Otero
FL1802P_0.000_6.242,Hidalgo
FL1803P_0.000_0.466,Sandoval
FL1804P_0.000_0.580,Sandoval
FL1807P_0.000_0.187,Santa Fe
FL1808P_0.000_1.371,Eddy
FL1809P_0.000_12.561,Eddy
FL1810P_0.000_19.861,Eddy
FL1811P_0.000_23.226,Eddy
FL1812M_0.160_3.237,Doña Ana
FL1812P_0.000_3.203,Doña Ana
FL1813M_0.000_0.514,Doña Ana
FL1813P_0.000_0.514,Doña Ana
FL1814P_0.000_0.421,San Miguel
FL1815P_0.000_0.954,Rio Arriba
FL1816P_0.000_10.690,Catron
FL1817P_0.000_2.315,San Juan
FL1818M_0.000_0.053,Doña Ana
FL1818P_0.000_0.125,Doña Ana
FL1819M_0.000_3.542,Santa Fe
FL1819P_0.000_3.542,Santa Fe
FL1820M_0.000_4.765,Santa Fe
FL1820P_0.000_4.768,Santa Fe
FL1821P_0.000_9.137,Torrance
FL2500P_0.000_2.694,San Juan
FL4005M_0.000_4.393,Bernalillo
FL4005P_0.000_4.393,Bernalillo
FL4007M_0.000_8.885,Bernalillo
FL4007P_0.000_8.909,Bernalillo
FL4009M_0.000_0.270,Bernalillo
FL4009P_0.000_8.806,Bernalillo
FL4014M_0.000_1.445,Bernalillo
FL4014M_3.971_6.667,Bernalillo
FL4014P_0.000_6.667,Bernalillo
FL4016M_0.000_16.442,Bernalillo
FL4016M_17.146_17.248,Bernalillo
FL4016P_0.000_17.260,Bernalillo
FL4018M_0.000_12.882,Bernalillo
FL4018P_0.000_13.276,Bernalillo
FL4020M_0.000_3.614,Bernalillo
FL4020P_0.000_5.330,Bernalillo
FL4023M_1.053_1.538,Bernalillo
FL4023P_0.000_3.204,Bernalillo
FL4026M_0.000_0.650,Bernalillo
FL4026P_0.000_2.566,Bernalillo
FL4027P_0.000_2.132,Bernalillo
FL4028P_0.000_4.132,Bernalillo
FL4029P_0.000_1.810,Bernalillo
FL4030M_2.288_2.951,Bernalillo
FL4030P_0.000_6.957,Bernalillo
FL4032M_0.000_0.614,Bernalillo
FL4032P_0.000_0.588,Bernalillo
FL4033P_0.000_2.497,Bernalillo
FL4034P_0.000_0.611,Bernalillo
FL4035M_0.000_3.599,Bernalillo
FL4035M_4.617_5.588,Bernalillo
FL4035P_0.000_5.592,Bernalillo
FL4036P_0.000_1.115,Bernalillo
FL4037P_0.000_0.680,Bernalillo
FL4038M_0.274_0.816,Bernalillo
FL4038P_0.000_1.315,Bernalillo
FL4040M_0.000_10.007,Bernalillo
FL4040P_0.000_10.535,Bernalillo
FL4043M_0.168_0.761,Bernalillo
FL4043P_0.000_2.228,Bernalillo
FL4046M_1.454_10.202,Bernalillo
FL4046P_0.000_10.522,Bernalillo
FL4048M_2.773_7.891,Bernalillo
FL4048P_0.000_8.269,Bernalillo
FL4052M_0.255_2.956,Bernalillo
FL4052P_0.000_2.956,Bernalillo
FL4053M_4.911_5.929,Bernalillo
FL4053P_0.000_8.614,Bernalillo
FL4057M_1.923_5.534,Bernalillo
FL4057M_5.878_6.111,Bernalillo
FL4057M_6.910_7.714,Bernalillo
FL4057P_0.000_7.714,Bernalillo
FL4061M_0.000_8.363,Bernalillo
FL4061P_0.000_8.362,Bernalillo
FL4063M_0.000_8.785,Bernalillo
FL4063P_0.000_9.374,Bernalillo
FL4064M_0.000_5.354,Bernalillo
FL4064P_0.000_5.354,Bernalillo
FL4065M_1.092_7.747,Bernalillo
FL4065P_0.000_7.742,Bernalillo
FL4070M_0.000_0.959,Bernalillo
FL4070P_0.000_1.938,Bernalillo
FL4078M_0.000_4.360,Bernalillo
FL4078P_0.000_4.360,Bernalillo
FL4079M_0.000_2.272,Bernalillo
FL4079M_2.989_4.472,Bernalillo
FL4079P_0.000_4.492,Bernalillo
FL4079P_4.492_6.126,Sandoval
FL4080M_0.000_1.379,Bernalillo
FL4080P_0.000_1.623,Bernalillo
FL4081M_0.000_1.100,Bernalillo
FL4081M_1.100_3.142,Sandoval
FL4081M_4.165_6.164,Sandoval
FL4081P_0.000_1.100,Bernalillo
FL4081P_1.100_14.223,Sandoval
FL4082M_0.000_7.590,Bernalillo
FL4082M_8.093_8.453,Bernalillo
FL4082M_9.762_9.842,Bernalillo
FL4082P_0.000_9.842,Bernalillo
FL4096M_2.157_3.141,Sandoval
FL4096P_0.000_7.008,Sandoval
FL4098M_0.000_3.201,Sandoval
FL4098P_0.000_9.058,Sandoval
FL4166P_0.000_2.003,Eddy
FL4167P_0.000_2.000,Eddy
FL4168P_0.000_1.990,Eddy
FL4180P_0.000_0.289,San Juan
FL4181P_0.000_0.516,San Juan
FL4182P_0.000_0.616,San Juan
FL4183P_0.000_0.484,San Juan
FL4184P_0.000_0.579,San Juan
FL4185P_0.000_0.575,San Juan
FL4186P_0.000_1.310,San Juan
FL4188P_0.000_0.712,San Juan
FL4189P_0.000_1.178,San Juan
FL4190P_0.000_0.215,San Juan
FL4192P_0.000_7.326,San Juan
FL4193P_0.000_0.490,San Juan
FL4220P_0.000_0.532,Valencia
FL4221P_0.000_0.446,Valencia
FL4222P_0.000_1.004,Valencia
FL4223P_0.000_3.118,Valencia
FL4224P_0.000_1.056,Valencia
FL4228P_0.000_2.172,Valencia
FL4229P_0.000_0.554,Valencia
FL4251P_0.000_2.536,Eddy
FL4252P_0.000_0.575,Eddy
FL4261P_0.000_1.646,Eddy
FL4265P_0.000_1.898,Eddy
FL4266P_0.000_2.074,Eddy
FL4267M_1.686_1.835,Eddy
FL4267P_0.000_2.840,Eddy
FL4268P_0.000_2.830,Eddy
FL4270P_0.000_3.656,Eddy
FL4271P_0.000_1.319,Eddy
FL4272P_0.000_0.572,Eddy
FL4273P_0.000_0.795,Eddy
FL4279M_0.000_0.848,Curry
FL4279P_0.000_0.848,Curry
FL4280P_0.000_0.265,Curry
FL4282M_0.000_1.006,Curry
FL4282P_0.000_1.006,Curry
FL4284M_2.649_5.047,Curry
FL4284P_0.000_5.049,Curry
FL4285P_0.000_2.013,Curry
FL4291P_0.000_2.434,Curry
FL4296P_0.000_3.026,Curry
FL4298M_0.000_4.013,Curry
FL4298P_0.000_4.024,Curry
FL4301P_0.000_2.040,Curry
FL4302P_0.000_1.610,Curry
FL4303P_0.000_3.862,Curry
FL4331P_0.000_1.656,Luna
FL4332P_0.000_1.014,Luna
FL4336P_0.000_0.997,Luna
FL4339P_0.000_0.989,Luna
FL4351P_0.000_0.926,Rio Arriba
FL4355P_0.000_0.573,San Juan
FL4356M_3.048_6.513,San Juan
FL4356P_0.000_6.513,San Juan
FL4357M_0.000_3.295,San Juan
FL4357P_0.000_3.295,San Juan
FL4359P_0.000_0.618,San Juan
FL4360P_0.000_4.850,Eddy
FL4384P_0.000_0.077,San Juan
FL4385P_0.000_0.734,San Juan
FL4386P_0.000_1.526,San Juan
FL4387P_0.000_3.442,San Juan
FL4388M_0.000_0.075,San Juan
FL4388P_0.000_1.312,San Juan
FL4389P_0.000_1.733,San Juan
FL4390P_0.000_1.226,San Juan
FL4391P_0.000_2.619,San Juan
FL4393P_0.000_1.048,San Juan
FL4394P_0.000_1.326,San Juan
FL4395P_0.000_2.786,San Juan
FL4396M_0.000_0.694,San Juan
FL4396M_1.069_1.667,San Juan
FL4396P_0.000_4.074,San Juan
FL4413P_0.000_1.208,McKinley
FL4416P_0.000_3.743,McKinley
FL4417P_0.000_0.899,McKinley
FL4418P_0.000_0.305,McKinley
FL4424P_0.000_0.844,McKinley
FL4425P_0.000_0.344,McKinley
FL4426P_0.000_0.245,McKinley
FL4429P_0.000_1.426,McKinley
FL4430P_0.000_4.474,McKinley
FL4486P_0.000_0.999,Lea
FL4489P_0.000_0.515,Lea
FL4490P_0.000_2.184,Lea
FL4491P_0.000_1.984,Lea
FL4493P_0.000_2.053,Lea
FL4494P_0.000_3.011,Lea
FL4495P_0.000_1.003,Lea
FL4496P_0.000_2.411,Lea
FL4497P_0.000_2.567,Lea
FL4498P_0.000_4.919,Lea
FL4499P_0.000_1.998,Lea
FL4504M_1.153_2.249,Doña Ana
FL4504P_0.000_3.916,Doña Ana
FL4505P_0.000_3.772,Doña Ana
FL4519P_0.000_0.727,Doña Ana
FL4532M_0.000_2.110,Doña Ana
FL4532P_0.000_4.907,Doña Ana
FL4537P_0.000_3.720,Doña Ana
FL4538P_0.000_0.965,Doña Ana
FL4539M_0.000_0.286,Doña Ana
FL4539P_0.000_5.025,Doña Ana
FL4540P_0.000_1.012,Doña Ana
FL4560M_1.133_1.454,San Miguel
FL4560P_0.000_1.454,San Miguel
FL4564P_0.000_0.216,San Miguel
FL4565P_0.000_0.695,San Miguel
FL4566P_0.000_3.454,San Miguel
FL4567P_0.000_0.968,San Miguel
FL4568P_0.000_1.297,San Miguel
FL4601P_0.000_2.840,Lea
FL4602P_0.000_1.997,Lea
FL4603P_0.000_0.969,Lea
FL4615P_0.000_1.148,Lea
FL4616P_0.000_0.995,Lea
FL4636P_0.000_0.431,Roosevelt
FL4639P_0.000_1.584,Roosevelt
FL4640P_0.000_0.668,Roosevelt
FL4642P_0.000_1.008,Roosevelt
FL4643P_0.000_0.742,Roosevelt
FL4644P_0.000_2.135,Roosevelt
FL4645P_0.000_2.468,Roosevelt
FL4646P_0.000_0.985,Roosevelt
FL4667P_0.000_1.565,Colfax
FL4683M_0.000_4.020,Chaves
FL4683P_0.000_4.020,Chaves
FL4685M_0.000_10.032,Chaves
FL4685P_0.000_10.032,Chaves
FL4692P_0.000_3.370,Chaves
FL4703P_0.000_3.996,Chaves
FL4704P_0.000_5.290,Chaves
FL4705P_0.000_6.130,Chaves
FL4707P_0.000_0.605,Chaves
FL4708P_0.000_3.106,Chaves
FL4709P_0.000_3.086,Chaves
FL4710P_0.000_3.005,Chaves
FL4711P_0.000_2.978,Chaves
FL4712P_0.000_3.837,Chaves
FL4724P_0.000_0.365,Santa Fe
FL4725P_0.000_0.593,Santa Fe
FL4726M_0.000_3.187,Santa Fe
FL4726P_0.000_4.373,Santa Fe
FL4727M_0.000_3.343,Santa Fe
FL4727P_0.000_5.000,Santa Fe
FL4728P_0.000_1.334,Santa Fe
FL4731P_0.000_1.641,Santa Fe
FL4732M_0.000_1.133,Santa Fe
FL4732P_0.000_2.293,Santa Fe
FL4734P_0.000_2.271,Santa Fe
FL4735P_0.000_7.037,Santa Fe
FL4740P_0.000_0.642,Santa Fe
FL4750P_0.000_0.814,Santa Fe
FL4777M_0.485_1.029,Santa Fe
FL4777P_0.000_1.029,Santa Fe
FL4797P_0.000_0.920,Santa Fe
FL4798P_0.000_0.924,Santa Fe
FL4799P_0.000_1.614,Santa Fe
FL4801P_0.000_5.707,Santa Fe
FL4803P_0.000_1.544,Santa Fe
FL4804P_0.000_0.355,Santa Fe
FL4805P_0.000_3.112,Santa Fe
FL4807M_0.191_1.077,Santa Fe
FL4807M_1.842_1.918,Santa Fe
FL4807P_0.000_1.915,Santa Fe
FL4808P_0.000_0.611,Santa Fe
FL4809P_0.000_0.225,Santa Fe
FL4811P_0.000_0.375,Santa Fe
FL4833P_0.000_1.236,Grant
FL4841P_0.000_1.008,Grant
FL4843P_0.000_0.866,Grant
FL4844P_0.000_0.523,Grant
FL4845P_0.000_1.483,Grant
FL4846P_0.000_2.404,Grant
FL4847P_0.000_0.329,Grant
FL4848P_0.000_0.368,Grant
FL4859P_0.000_0.517,Socorro
FL4860P_0.000_0.344,Socorro
FL4861P_0.000_0.085,Socorro
FL4862P_0.000_0.277,Socorro
FL4863P_0.000_0.078,Socorro
FL4865P_0.000_0.841,Socorro
FL4866P_0.000_2.018,Socorro
FL4869P_0.000_0.271,Sierra
FL4870P_0.000_2.151,Sierra
FL4872P_0.000_0.688,Sierra
FL4873P_0.000_0.465,Sierra
FL4874P_0.000_0.824,Sierra
FL4875P_0.000_0.353,Sierra
FL4879P_0.000_1.531,Quay
FL4893P_0.000_0.997,Quay
FL4896P_0.000_0.992,Quay
FL4897P_0.000_1.961,Quay
FL4898P_0.000_0.675,Quay
FL4903M_0.000_0.583,Otero
FL4903P_0.000_2.365,Otero
FL4917M_0.000_0.983,Otero
FL4917M_1.484_2.016,Otero
FL4917P_0.000_2.016,Otero
FL4918M_0.000_1.750,Otero
FL4918P_0.000_1.750,Otero
FL4919P_0.000_1.719,Otero
FL4920M_0.000_5.034,Otero
FL4920P_0.000_5.034,Otero
FL4921P_0.000_5.620,Otero
FL4922P_0.000_0.464,Otero
FL4923M_0.000_2.213,Otero
FL4923M_2.216_5.253,Otero
FL4923P_0.000_5.253,Otero
FL4924P_0.000_0.499,Otero
FL4925M_0.000_0.540,Otero
FL4925P_0.000_1.002,Otero
FL4953P_0.000_0.735,Cibola
FL4956P_0.000_0.606,Cibola
FL4957M_1.097_1.831,Cibola
FL4957P_0.000_1.831,Cibola
FL5000M_0.911_5.119,Bernalillo
FL5000P_0.000_5.150,Bernalillo
FL5001P_0.000_0.467,Bernalillo
FL5002P_0.000_0.283,Bernalillo
FL5003P_0.000_1.577,Bernalillo
FL5004M_2.474_4.180,Bernalillo
FL5004P_0.000_4.180,Bernalillo
FL5005P_0.000_1.914,Bernalillo
FL5006P_0.000_2.802,Bernalillo
FL5007P_0.000_1.866,Bernalillo
FL5008M_0.000_0.293,Sandoval
FL5008P_0.000_1.228,Sandoval
FL5009P_0.000_1.153,Bernalillo
FL5010M_0.000_0.386,Bernalillo
FL5010P_0.000_0.377,Bernalillo
FL5011P_0.000_0.560,Bernalillo
FL5012P_0.000_1.113,Bernalillo
FL5013P_0.000_1.019,Bernalillo
FL5014M_0.521_1.049,Bernalillo
FL5014M_2.974_5.028,Bernalillo
FL5014P_0.000_5.028,Bernalillo
FL5015P_0.000_2.557,Bernalillo
FL5016M_2.748_3.921,Bernalillo
FL5016M_5.167_10.203,Bernalillo
FL5016P_0.000_10.502,Bernalillo
FL5017P_0.000_2.513,Bernalillo
FL5019P_0.000_4.248,Bernalillo
FL5020M_0.000_0.284,Sandoval
FL5020P_0.000_0.284,Sandoval
FL5021P_0.000_1.144,Bernalillo
FL5022M_0.000_1.975,Bernalillo
FL5022P_0.000_1.975,Bernalillo
FL5023P_0.000_0.587,Bernalillo
FL5024M_0.489_0.760,Bernalillo
FL5024P_0.000_0.760,Bernalillo
FL5025P_0.000_3.518,Bernalillo
FL5026P_0.000_1.560,Bernalillo
FL5027P_0.000_0.515,Bernalillo
FL5028P_0.000_1.045,Bernalillo
FL5029P_0.000_1.654,Bernalillo
FL5030P_0.000_0.495,Bernalillo
FL5031P_0.000_0.982,Bernalillo
FL5032P_0.000_1.256,Bernalillo
FL5033M_0.164_0.549,Bernalillo
FL5033P_0.000_0.549,Bernalillo
FL5035M_1.235_2.237,Bernalillo
FL5035P_0.000_3.803,Bernalillo
FL5036M_0.000_2.403,Bernalillo
FL5036P_0.000_5.525,Bernalillo
FL5037M_0.599_1.973,Bernalillo
FL5037M_2.331_4.514,Bernalillo
FL5037P_0.000_4.693,Bernalillo
FL5038P_0.000_0.780,Bernalillo
FL5039P_0.000_0.754,Bernalillo
FL5040M_0.000_3.868,Bernalillo
FL5040P_0.000_3.868,Bernalillo
FL5041M_0.000_2.951,Bernalillo
FL5041P_0.000_3.114,Bernalillo
FL5042P_0.000_2.887,Bernalillo
FL5043P_0.000_0.504,Bernalillo
FL5044M_0.000_0.445,Bernalillo
FL5044P_0.000_0.445,Bernalillo
FL5045M_0.450_0.828,Bernalillo
FL5045P_0.000_0.828,Bernalillo
FL5046P_0.000_1.240,Bernalillo
FL5047P_0.000_0.475,Bernalillo
FL5048P_0.000_1.152,Bernalillo
FL5049P_0.000_0.702,Bernalillo
FL5050P_0.000_1.996,Bernalillo
FL5051P_0.000_3.701,Bernalillo
FL5052P_0.000_2.179,Bernalillo
FL5053P_0.000_3.185,Bernalillo
FL5054M_0.000_1.091,Bernalillo
FL5054P_0.000_1.983,Bernalillo
FL5055P_0.000_4.093,Bernalillo
FL5056P_0.000_0.368,Bernalillo
FL5057P_0.000_1.091,Bernalillo
FL5058M_0.000_0.778,Sandoval
FL5058P_0.000_1.647,Sandoval
FL5059M_0.000_0.703,Bernalillo
FL5059M_2.683_3.403,Bernalillo
FL5059P_0.000_3.403,Bernalillo
FL5060P_0.000_1.051,Bernalillo
FL5061P_0.000_3.531,Bernalillo
FL5063P_0.000_0.514,Bernalillo
FL5064P_0.000_2.254,Bernalillo
FL5065M_0.000_1.057,Bernalillo
FL5065P_0.000_2.151,Bernalillo
FL5066M_0.089_2.996,Bernalillo
FL5066P_0.000_2.996,Bernalillo
FL5067P_0.000_3.043,Bernalillo
FL5068P_0.000_0.501,Bernalillo
FL5069P_0.000_1.629,Sandoval
FL5070P_0.000_0.394,Bernalillo
FL5071P_0.000_2.413,Bernalillo
FL5072M_0.440_1.428,Bernalillo
FL5072P_0.000_1.443,Bernalillo
FL5073M_1.951_3.096,Bernalillo
FL5073P_0.000_3.096,Bernalillo
FL5074M_0.000_0.080,Bernalillo
FL5074P_0.000_0.280,Bernalillo
FL5075P_0.000_2.396,Bernalillo
FL5076P_0.000_2.105,Bernalillo
FL5077M_0.000_1.576,Bernalillo
FL5077P_0.000_1.576,Bernalillo
FL5078P_0.000_1.857,Bernalillo
FL5079P_0.000_0.500,Bernalillo
FL5080P_0.000_0.606,Bernalillo
FL5081M_0.000_3.722,Bernalillo
FL5081P_0.000_4.075,Bernalillo
FL5082P_0.000_0.495,Bernalillo
FL5083P_0.000_2.363,Bernalillo
FL5084M_0.000_0.426,Bernalillo
FL5084P_0.000_0.750,Bernalillo
FL5085M_0.603_1.045,Bernalillo
FL5085P_0.000_1.045,Bernalillo
FL5086P_0.000_1.278,Bernalillo
FL5087P_0.000_0.349,Bernalillo
FL5088P_0.000_0.996,Bernalillo
FL5089P_0.000_10.035,Bernalillo
FL5091P_0.000_1.883,Bernalillo
FL5092M_0.565_0.823,Bernalillo
FL5092P_0.000_7.564,Bernalillo
FL5093P_0.000_1.444,Bernalillo
FL5094P_0.000_0.722,Bernalillo
FL5095P_0.000_1.913,Bernalillo
FL5096M_0.000_3.534,Bernalillo
FL5096M_4.040_6.638,Bernalillo
FL5096P_0.000_6.638,Bernalillo
FL5097P_0.000_3.045,Bernalillo
FL5098P_0.000_7.678,Bernalillo
FL5099P_0.000_1.493,Sandoval
FL5100P_0.000_1.358,Sandoval
FL5101P_0.000_1.755,Sandoval
FL5102P_0.000_1.572,Sandoval
FL5103P_0.000_1.694,Sandoval
FL5104P_0.000_0.875,Sandoval
FL5105P_0.000_0.791,Sandoval
FL5106P_0.000_0.935,Sandoval
FL5107M_1.395_1.679,Sandoval
FL5107P_0.000_2.636,Sandoval
FL5108P_0.000_1.326,Sandoval
FL5109P_0.000_0.826,Sandoval
FL5110P_0.000_0.389,Sandoval
FL5111P_0.000_1.379,Bernalillo
FL5112P_0.000_0.788,Sandoval
FL5113P_0.000_1.026,Sandoval
FL5114P_0.000_2.807,Sandoval
FL5115P_0.000_0.310,Sandoval
FL5116P_0.000_1.250,Sandoval
FL5117M_0.000_0.280,Bernalillo
FL5117P_0.000_0.280,Bernalillo
FL5118P_0.000_0.210,Sandoval
FL5119P_0.000_0.907,Sandoval
FL5120P_0.000_1.601,Sandoval
FL5123P_0.000_1.094,Bernalillo
FL5124P_0.000_1.347,Bernalillo
FL5125P_0.000_0.444,Bernalillo
FL5126P_0.000_0.696,Bernalillo
FL5131P_0.000_1.832,Bernalillo
FL5175P_0.000_2.250,Eddy
FL5181P_0.000_0.446,Eddy
FL5194P_0.000_1.328,Sierra
FL5195P_0.000_0.800,San Miguel
FL5197P_0.000_0.798,Sandoval
FL5201P_0.000_1.724,Bernalillo
FL5210P_0.000_1.291,Bernalillo
FL5211P_0.000_0.453,Bernalillo
FL5212P_0.000_0.765,Bernalillo
FL5213P_0.000_1.029,Bernalillo
FL5214P_0.000_1.126,Sandoval
FL5217P_0.000_0.668,Bernalillo
FL5218P_0.000_2.261,Sandoval
FL5219P_0.000_1.991,Bernalillo
FL5220P_0.000_0.511,Valencia
FL5224P_0.000_0.916,Valencia
FL5226P_0.000_0.289,Valencia
FL5227P_0.000_0.449,Valencia
FL5229P_0.000_0.835,Valencia
FL5230P_0.000_3.779,Valencia
FL5231P_0.000_0.510,Valencia
FL5237P_0.000_0.444,Bernalillo
FL5238P_0.000_2.658,Bernalillo
FL5239M_0.000_1.096,Bernalillo
FL5239P_0.000_1.082,Bernalillo
FL5242P_0.000_0.100,Bernalillo
FL5244P_0.000_0.715,Bernalillo
FL5247P_0.000_1.615,Bernalillo
FL5251P_0.000_1.686,Valencia
FL5252P_0.000_1.287,Valencia
FL5253M_0.000_1.731,Sandoval
FL5253P_0.000_3.057,Sandoval
FL5254M_0.000_3.731,Bernalillo
FL5254P_0.000_3.731,Bernalillo
FL5255M_0.879_2.360,Bernalillo
FL5255M_2.473_2.790,Bernalillo
FL5255P_0.000_3.299,Bernalillo
FL5256P_0.000_0.525,Sandoval
FL5257M_0.000_0.906,Sandoval
FL5257M_0.906_1.434,Bernalillo
FL5257M_2.012_2.157,Bernalillo
FL5257P_0.000_0.949,Sandoval
FL5257P_0.949_2.152,Bernalillo
FL5258P_0.000_1.531,Sandoval
FL5259M_0.679_0.985,Sandoval
FL5259P_0.000_0.985,Sandoval
FL5260M_1.427_3.017,Bernalillo
FL5260P_0.000_3.009,Bernalillo
FL5262P_0.000_2.454,Bernalillo
FL5263P_0.000_1.173,Sandoval
FL5264P_0.000_1.019,Valencia
FL5265P_0.000_3.026,Eddy
FL5266M_0.714_1.493,Eddy
FL5266P_0.000_1.493,Eddy
FL5267P_0.000_1.640,Eddy
FL5270P_0.000_0.200,Eddy
FL5272P_0.000_1.010,Eddy
FL5273P_0.000_0.235,Eddy
FL5275P_0.000_1.399,Eddy
FL5277P_0.000_1.940,Eddy
FL5279P_0.000_0.070,Eddy
FL5281P_0.000_2.035,Curry
FL5282P_0.000_3.499,Eddy
FL5283P_0.000_1.220,Eddy
FL5284P_0.000_1.580,Eddy
FL5285P_0.000_0.669,Eddy
FL5287P_0.000_1.007,Curry
FL5288P_0.000_3.671,Curry
FL5290P_0.000_2.521,Curry
FL5291P_0.000_1.008,Curry
FL5292P_0.000_1.509,Curry
FL5293P_0.000_1.351,Curry
FL5294P_0.000_1.237,Roosevelt
FL5295P_0.000_0.614,Roosevelt
FL5296P_0.000_1.431,Roosevelt
FL5297P_0.000_0.928,Roosevelt
FL5305P_0.000_1.113,Curry
FL5306P_0.000_2.069,Curry
FL5307P_0.000_0.750,Curry
FL5313P_0.000_0.698,Bernalillo
FL5314P_0.000_1.229,Bernalillo
FL5315P_0.000_0.371,Sandoval
FL5316P_0.000_0.738,Bernalillo
FL5321P_0.000_1.376,San Juan
FL5323P_0.000_2.248,San Juan
FL5326P_0.000_0.505,San Juan
FL5330P_0.000_1.172,Luna
FL5339P_0.000_3.070,Luna
FL5340P_0.000_1.021,Luna
FL5343P_0.000_1.917,Luna
FL5345P_0.000_1.189,Rio Arriba
FL5346P_0.000_1.392,Rio Arriba
FL5347P_0.000_0.226,Rio Arriba
FL5348P_0.000_1.112,Rio Arriba
FL5349P_0.000_0.728,Rio Arriba
FL5351P_0.000_0.305,Sierra
FL5354P_0.000_2.528,Sierra
FL5360P_0.000_1.360,San Juan
FL5361P_0.000_0.986,San Juan
